Date_Format;Celsius
20858;-3.59
20858;-3.33
20858;-3.08
20858;-2.83
20858;-2.59
20858;-2.35
20858;-2.11
20858;-1.87
20858;-1.63
20858;-1.42
20858;-1.25
20858;-1.07
20858;-0.9
20858;-0.72
20858;-0.55
20858;-0.4
20858;-0.29
20858;-0.17
20858;-0.05
20858;0.07
20858;0.19
20858;0.27
20858;0.31
20858;0.35
20858;0.39
20858;0.43
20858;0.47
20858;0.46
20858;0.4
20858;0.34
20858;0.29
20858;0.23
20858;0.17
20858;0.07
20858;-0.07
20858;-0.22
20858;-0.37
20858;-0.51
20858;-0.66
20858;-0.87
20858;-1.15
20858;-1.43
20858;-1.71
20858;-1.99
20858;-2.27
20858;-2.56
20858;-2.88
20858;-3.19
20858;-3.51
20858;-3.82
20858;-4.13
20858;-4.36
20858;-4.49
20858;-4.62
20858;-4.75
20858;-4.88
20858;-5.01
20858;-5.13
20858;-5.24
20858;-5.34
20858;-5.45
20858;-5.55
20858;-5.66
20858;-5.74
20858;-5.81
20858;-5.87
20858;-5.94
20858;-6
20858;-6.07
20858;-6.11
20858;-6.14
20858;-6.17
20858;-6.2
20858;-6.23
20858;-6.26
20858;-6.28
20858;-6.3
20858;-6.32
20858;-6.33
20858;-6.35
20858;-6.37
20858;-6.4
20858;-6.45
20858;-6.5
20858;-6.55
20858;-6.6
20858;-6.64
20858;-6.69
20858;-6.73
20858;-6.77
20858;-6.81
20858;-6.86
20858;-6.9
20858;-6.93
20858;-6.95
20858;-6.98
20859;-7
20859;-7.02
20859;-7.05
20859;-7.07
20859;-7.08
20859;-7.1
20859;-7.11
20859;-7.12
20859;-7.14
20859;-7.16
20859;-7.19
20859;-7.22
20859;-7.25
20859;-7.28
20859;-7.31
20859;-7.34
20859;-7.37
20859;-7.4
20859;-7.43
20859;-7.46
20859;-7.49
20859;-7.52
20859;-7.57
20859;-7.61
20859;-7.65
20859;-7.69
20859;-7.73
20859;-7.78
20859;-7.83
20859;-7.88
20859;-7.93
20859;-7.98
20859;-8.03
20859;-8.08
20859;-8.12
20859;-8.16
20859;-8.21
20859;-8.25
20859;-8.29
20859;-8.25
20859;-8.13
20859;-8
20859;-7.87
20859;-7.75
20859;-7.62
20859;-7.42
20859;-7.14
20859;-6.85
20859;-6.57
20859;-6.29
20859;-6.01
20859;-5.71
20859;-5.4
20859;-5.09
20859;-4.78
20859;-4.46
20859;-4.15
20859;-3.87
20859;-3.62
20859;-3.37
20859;-3.12
20859;-2.87
20859;-2.62
20859;-2.41
20859;-2.24
20859;-2.08
20859;-1.91
20859;-1.74
20859;-1.57
20859;-1.45
20859;-1.37
20859;-1.29
20859;-1.21
20859;-1.13
20859;-1.05
20859;-1.02
20859;-1.04
20859;-1.06
20859;-1.08
20859;-1.1
20859;-1.13
20859;-1.19
20859;-1.3
20859;-1.41
20859;-1.53
20859;-1.64
20859;-1.75
20859;-1.88
20859;-2.03
20859;-2.18
20859;-2.33
20859;-2.48
20859;-2.64
20859;-2.8
20859;-2.96
20859;-3.13
20859;-3.3
20859;-3.47
20859;-3.64
20859;-3.78
20859;-3.88
20859;-3.98
20859;-4.08
20859;-4.19
20859;-4.29
20859;-4.39
20859;-4.48
20859;-4.58
20859;-4.67
20859;-4.77
20859;-4.86
20859;-4.96
20859;-5.05
20859;-5.14
20859;-5.23
20859;-5.33
20859;-5.42
20859;-5.51
20859;-5.59
20859;-5.67
20859;-5.75
20859;-5.84
20859;-5.92
20859;-5.98
20859;-6.03
20859;-6.07
20859;-6.12
20859;-6.17
20859;-6.21
20859;-6.25
20859;-6.29
20859;-6.32
20859;-6.36
20859;-6.39
20859;-6.42
20859;-6.46
20859;-6.5
20859;-6.54
20859;-6.58
20859;-6.62
20859;-6.66
20859;-6.7
20859;-6.76
20859;-6.82
20860;-6.87
20860;-6.93
20860;-6.99
20860;-7.04
20860;-7.09
20860;-7.15
20860;-7.2
20860;-7.25
20860;-7.3
20860;-7.35
20860;-7.39
20860;-7.43
20860;-7.47
20860;-7.51
20860;-7.55
20860;-7.58
20860;-7.62
20860;-7.66
20860;-7.69
20860;-7.73
20860;-7.77
20860;-7.8
20860;-7.83
20860;-7.86
20860;-7.89
20860;-7.92
20860;-7.95
20860;-7.98
20860;-8.01
20860;-8.03
20860;-8.06
20860;-8.09
20860;-8.11
20860;-8.14
20860;-8.15
20860;-8.17
20860;-8.18
20860;-8.2
20860;-8.21
20860;-8.16
20860;-8.05
20860;-7.93
20860;-7.81
20860;-7.69
20860;-7.58
20860;-7.39
20860;-7.12
20860;-6.86
20860;-6.6
20860;-6.34
20860;-6.08
20860;-5.8
20860;-5.51
20860;-5.22
20860;-4.93
20860;-4.64
20860;-4.35
20860;-4.04
20860;-3.72
20860;-3.39
20860;-3.07
20860;-2.75
20860;-2.42
20860;-2.14
20860;-1.9
20860;-1.66
20860;-1.42
20860;-1.18
20860;-0.94
20860;-0.75
20860;-0.6
20860;-0.46
20860;-0.31
20860;-0.17
20860;-0.02
20860;0.08
20860;0.13
20860;0.18
20860;0.23
20860;0.29
20860;0.34
20860;0.35
20860;0.32
20860;0.29
20860;0.26
20860;0.23
20860;0.21
20860;0.12
20860;-0.01
20860;-0.14
20860;-0.27
20860;-0.41
20860;-0.54
20860;-0.67
20860;-0.81
20860;-0.94
20860;-1.08
20860;-1.21
20860;-1.35
20860;-1.44
20860;-1.48
20860;-1.52
20860;-1.57
20860;-1.61
20860;-1.66
20860;-1.7
20860;-1.74
20860;-1.77
20860;-1.81
20860;-1.85
20860;-1.89
20860;-1.95
20860;-2.02
20860;-2.09
20860;-2.17
20860;-2.24
20860;-2.31
20860;-2.38
20860;-2.43
20860;-2.49
20860;-2.54
20860;-2.6
20860;-2.66
20860;-2.7
20860;-2.74
20860;-2.78
20860;-2.81
20860;-2.85
20860;-2.89
20860;-2.91
20860;-2.91
20860;-2.92
20860;-2.93
20860;-2.93
20860;-2.94
20860;-2.95
20860;-2.97
20860;-2.99
20860;-3
20860;-3.02
20860;-3.04
20860;-3.07
20860;-3.1
20860;-3.14
20861;-3.18
20861;-3.21
20861;-3.25
20861;-3.29
20861;-3.34
20861;-3.39
20861;-3.44
20861;-3.48
20861;-3.53
20861;-3.59
20861;-3.66
20861;-3.73
20861;-3.8
20861;-3.86
20861;-3.93
20861;-3.99
20861;-4.04
20861;-4.09
20861;-4.14
20861;-4.19
20861;-4.25
20861;-4.28
20861;-4.3
20861;-4.32
20861;-4.34
20861;-4.36
20861;-4.38
20861;-4.41
20861;-4.45
20861;-4.49
20861;-4.53
20861;-4.57
20861;-4.61
20861;-4.64
20861;-4.66
20861;-4.68
20861;-4.7
20861;-4.72
20861;-4.74
20861;-4.65
20861;-4.46
20861;-4.27
20861;-4.08
20861;-3.89
20861;-3.69
20861;-3.44
20861;-3.11
20861;-2.78
20861;-2.46
20861;-2.13
20861;-1.8
20861;-1.48
20861;-1.16
20861;-0.84
20861;-0.52
20861;-0.2
20861;0.12
20861;0.41
20861;0.68
20861;0.94
20861;1.21
20861;1.47
20861;1.73
20861;1.94
20861;2.1
20861;2.25
20861;2.41
20861;2.56
20861;2.72
20861;2.83
20861;2.91
20861;2.99
20861;3.06
20861;3.14
20861;3.21
20861;3.25
20861;3.24
20861;3.23
20861;3.22
20861;3.22
20861;3.21
20861;3.14
20861;3.01
20861;2.89
20861;2.76
20861;2.63
20861;2.5
20861;2.27
20861;1.95
20861;1.62
20861;1.3
20861;0.97
20861;0.65
20861;0.34
20861;0.05
20861;-0.25
20861;-0.54
20861;-0.83
20861;-1.13
20861;-1.32
20861;-1.42
20861;-1.51
20861;-1.6
20861;-1.7
20861;-1.79
20861;-1.88
20861;-1.95
20861;-2.03
20861;-2.1
20861;-2.18
20861;-2.25
20861;-2.3
20861;-2.32
20861;-2.34
20861;-2.35
20861;-2.37
20861;-2.39
20861;-2.39
20861;-2.38
20861;-2.37
20861;-2.36
20861;-2.35
20861;-2.33
20861;-2.33
20861;-2.33
20861;-2.34
20861;-2.34
20861;-2.35
20861;-2.35
20861;-2.36
20861;-2.38
20861;-2.4
20861;-2.42
20861;-2.43
20861;-2.45
20861;-2.48
20861;-2.53
20861;-2.58
20861;-2.63
20861;-2.68
20861;-2.73
20861;-2.78
20861;-2.83
20861;-2.88
20862;-2.94
20862;-2.99
20862;-3.04
20862;-3.1
20862;-3.15
20862;-3.2
20862;-3.25
20862;-3.3
20862;-3.35
20862;-3.39
20862;-3.42
20862;-3.46
20862;-3.49
20862;-3.52
20862;-3.55
20862;-3.57
20862;-3.58
20862;-3.59
20862;-3.6
20862;-3.61
20862;-3.62
20862;-3.63
20862;-3.65
20862;-3.66
20862;-3.68
20862;-3.7
20862;-3.71
20862;-3.74
20862;-3.78
20862;-3.82
20862;-3.86
20862;-3.89
20862;-3.93
20862;-3.96
20862;-3.98
20862;-4.01
20862;-4.03
20862;-4.05
20862;-4.07
20862;-4.02
20862;-3.89
20862;-3.77
20862;-3.65
20862;-3.52
20862;-3.4
20862;-3.23
20862;-3.03
20862;-2.82
20862;-2.62
20862;-2.41
20862;-2.21
20862;-1.98
20862;-1.72
20862;-1.46
20862;-1.2
20862;-0.94
20862;-0.68
20862;-0.44
20862;-0.21
20862;0.02
20862;0.24
20862;0.47
20862;0.7
20862;0.88
20862;1.02
20862;1.16
20862;1.3
20862;1.44
20862;1.58
20862;1.68
20862;1.75
20862;1.82
20862;1.89
20862;1.95
20862;2.02
20862;2.05
20862;2.04
20862;2.04
20862;2.03
20862;2.02
20862;2.01
20862;1.96
20862;1.85
20862;1.75
20862;1.64
20862;1.54
20862;1.44
20862;1.27
20862;1.03
20862;0.8
20862;0.57
20862;0.34
20862;0.1
20862;-0.12
20862;-0.33
20862;-0.54
20862;-0.75
20862;-0.96
20862;-1.17
20862;-1.29
20862;-1.31
20862;-1.34
20862;-1.36
20862;-1.38
20862;-1.41
20862;-1.42
20862;-1.43
20862;-1.44
20862;-1.44
20862;-1.45
20862;-1.46
20862;-1.47
20862;-1.5
20862;-1.52
20862;-1.55
20862;-1.57
20862;-1.6
20862;-1.63
20862;-1.68
20862;-1.72
20862;-1.77
20862;-1.81
20862;-1.86
20862;-1.9
20862;-1.94
20862;-1.97
20862;-2.01
20862;-2.04
20862;-2.08
20862;-2.11
20862;-2.14
20862;-2.16
20862;-2.19
20862;-2.21
20862;-2.24
20862;-2.27
20862;-2.3
20862;-2.33
20862;-2.37
20862;-2.4
20862;-2.43
20862;-2.47
20862;-2.51
20862;-2.56
20863;-2.6
20863;-2.65
20863;-2.69
20863;-2.73
20863;-2.77
20863;-2.8
20863;-2.84
20863;-2.87
20863;-2.91
20863;-2.94
20863;-2.98
20863;-3.02
20863;-3.06
20863;-3.1
20863;-3.13
20863;-3.17
20863;-3.2
20863;-3.23
20863;-3.26
20863;-3.3
20863;-3.33
20863;-3.37
20863;-3.43
20863;-3.49
20863;-3.55
20863;-3.61
20863;-3.66
20863;-3.74
20863;-3.83
20863;-3.93
20863;-4.02
20863;-4.11
20863;-4.2
20863;-4.28
20863;-4.35
20863;-4.41
20863;-4.47
20863;-4.54
20863;-4.6
20863;-4.55
20863;-4.38
20863;-4.21
20863;-4.04
20863;-3.87
20863;-3.7
20863;-3.47
20863;-3.19
20863;-2.9
20863;-2.61
20863;-2.33
20863;-2.04
20863;-1.7
20863;-1.31
20863;-0.91
20863;-0.52
20863;-0.13
20863;0.27
20863;0.63
20863;0.97
20863;1.31
20863;1.66
20863;2
20863;2.34
20863;2.61
20863;2.83
20863;3.04
20863;3.25
20863;3.46
20863;3.67
20863;3.83
20863;3.93
20863;4.02
20863;4.12
20863;4.22
20863;4.32
20863;4.36
20863;4.36
20863;4.35
20863;4.34
20863;4.34
20863;4.33
20863;4.26
20863;4.11
20863;3.96
20863;3.81
20863;3.67
20863;3.52
20863;3.26
20863;2.91
20863;2.55
20863;2.19
20863;1.83
20863;1.47
20863;1.12
20863;0.78
20863;0.44
20863;0.11
20863;-0.23
20863;-0.57
20863;-0.78
20863;-0.88
20863;-0.97
20863;-1.07
20863;-1.16
20863;-1.26
20863;-1.35
20863;-1.45
20863;-1.55
20863;-1.65
20863;-1.75
20863;-1.85
20863;-1.93
20863;-2.01
20863;-2.09
20863;-2.16
20863;-2.24
20863;-2.31
20863;-2.37
20863;-2.42
20863;-2.46
20863;-2.5
20863;-2.55
20863;-2.59
20863;-2.63
20863;-2.67
20863;-2.71
20863;-2.75
20863;-2.78
20863;-2.82
20863;-2.86
20863;-2.91
20863;-2.96
20863;-3
20863;-3.05
20863;-3.09
20863;-3.14
20863;-3.19
20863;-3.23
20863;-3.28
20863;-3.32
20863;-3.37
20863;-3.42
20863;-3.47
20863;-3.52
20864;-3.58
20864;-3.63
20864;-3.68
20864;-3.74
20864;-3.8
20864;-3.86
20864;-3.92
20864;-3.98
20864;-4.04
20864;-4.11
20864;-4.18
20864;-4.26
20864;-4.33
20864;-4.41
20864;-4.48
20864;-4.55
20864;-4.61
20864;-4.68
20864;-4.74
20864;-4.81
20864;-4.87
20864;-4.93
20864;-4.99
20864;-5.05
20864;-5.11
20864;-5.17
20864;-5.22
20864;-5.28
20864;-5.32
20864;-5.37
20864;-5.42
20864;-5.47
20864;-5.51
20864;-5.55
20864;-5.58
20864;-5.6
20864;-5.63
20864;-5.65
20864;-5.68
20864;-5.56
20864;-5.29
20864;-5.03
20864;-4.76
20864;-4.5
20864;-4.23
20864;-3.92
20864;-3.57
20864;-3.22
20864;-2.87
20864;-2.52
20864;-2.17
20864;-1.8
20864;-1.39
20864;-0.98
20864;-0.58
20864;-0.17
20864;0.23
20864;0.65
20864;1.07
20864;1.49
20864;1.92
20864;2.34
20864;2.76
20864;3.14
20864;3.46
20864;3.78
20864;4.1
20864;4.43
20864;4.75
20864;4.98
20864;5.12
20864;5.26
20864;5.4
20864;5.55
20864;5.69
20864;5.76
20864;5.76
20864;5.76
20864;5.76
20864;5.76
20864;5.76
20864;5.65
20864;5.43
20864;5.22
20864;5
20864;4.78
20864;4.56
20864;4.21
20864;3.71
20864;3.22
20864;2.72
20864;2.23
20864;1.73
20864;1.3
20864;0.92
20864;0.55
20864;0.17
20864;-0.2
20864;-0.58
20864;-0.78
20864;-0.83
20864;-0.87
20864;-0.92
20864;-0.96
20864;-1.01
20864;-1.03
20864;-1.03
20864;-1.03
20864;-1.03
20864;-1.03
20864;-1.03
20864;-1.02
20864;-1.02
20864;-1.01
20864;-1
20864;-1
20864;-0.99
20864;-0.99
20864;-0.99
20864;-1
20864;-1
20864;-1
20864;-1.01
20864;-1.02
20864;-1.04
20864;-1.07
20864;-1.09
20864;-1.11
20864;-1.13
20864;-1.16
20864;-1.19
20864;-1.22
20864;-1.25
20864;-1.28
20864;-1.3
20864;-1.34
20864;-1.38
20864;-1.42
20864;-1.46
20864;-1.5
20864;-1.54
20864;-1.59
20864;-1.65
20864;-1.71
20865;-1.77
20865;-1.83
20865;-1.89
20865;-1.96
20865;-2.04
20865;-2.12
20865;-2.19
20865;-2.27
20865;-2.35
20865;-2.43
20865;-2.51
20865;-2.58
20865;-2.66
20865;-2.74
20865;-2.82
20865;-2.89
20865;-2.96
20865;-3.03
20865;-3.1
20865;-3.17
20865;-3.24
20865;-3.31
20865;-3.38
20865;-3.44
20865;-3.51
20865;-3.58
20865;-3.65
20865;-3.72
20865;-3.78
20865;-3.85
20865;-3.91
20865;-3.97
20865;-4.04
20865;-4.07
20865;-4.08
20865;-4.09
20865;-4.1
20865;-4.11
20865;-4.12
20865;-3.94
20865;-3.59
20865;-3.23
20865;-2.87
20865;-2.52
20865;-2.16
20865;-1.79
20865;-1.39
20865;-1
20865;-0.61
20865;-0.21
20865;0.18
20865;0.55
20865;0.9
20865;1.26
20865;1.61
20865;1.96
20865;2.31
20865;2.67
20865;3.02
20865;3.38
20865;3.74
20865;4.1
20865;4.45
20865;4.74
20865;4.96
20865;5.18
20865;5.4
20865;5.61
20865;5.83
20865;5.99
20865;6.09
20865;6.18
20865;6.28
20865;6.38
20865;6.48
20865;6.52
20865;6.52
20865;6.51
20865;6.5
20865;6.5
20865;6.49
20865;6.37
20865;6.14
20865;5.9
20865;5.67
20865;5.44
20865;5.2
20865;4.84
20865;4.35
20865;3.85
20865;3.36
20865;2.86
20865;2.37
20865;1.95
20865;1.6
20865;1.25
20865;0.9
20865;0.55
20865;0.21
20865;0.01
20865;-0.02
20865;-0.06
20865;-0.09
20865;-0.13
20865;-0.17
20865;-0.18
20865;-0.18
20865;-0.18
20865;-0.18
20865;-0.17
20865;-0.17
20865;-0.17
20865;-0.16
20865;-0.15
20865;-0.15
20865;-0.14
20865;-0.13
20865;-0.13
20865;-0.12
20865;-0.12
20865;-0.12
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.11
20865;-0.1
20865;-0.1
20865;-0.1
20865;-0.1
20865;-0.1
20865;-0.09
20866;-0.09
20866;-0.09
20866;-0.09
20866;-0.09
20866;-0.08
20866;-0.08
20866;-0.08
20866;-0.07
20866;-0.07
20866;-0.07
20866;-0.06
20866;-0.05
20866;-0.04
20866;-0.03
20866;-0.02
20866;0
20866;0.03
20866;0.07
20866;0.1
20866;0.14
20866;0.17
20866;0.2
20866;0.23
20866;0.27
20866;0.3
20866;0.33
20866;0.36
20866;0.39
20866;0.43
20866;0.46
20866;0.49
20866;0.53
20866;0.56
20866;0.61
20866;0.66
20866;0.72
20866;0.78
20866;0.83
20866;0.89
20866;0.99
20866;1.14
20866;1.28
20866;1.42
20866;1.57
20866;1.71
20866;1.86
20866;2.01
20866;2.17
20866;2.32
20866;2.47
20866;2.62
20866;2.8
20866;3
20866;3.21
20866;3.41
20866;3.61
20866;3.81
20866;4
20866;4.18
20866;4.35
20866;4.53
20866;4.7
20866;4.88
20866;5.04
20866;5.19
20866;5.34
20866;5.49
20866;5.65
20866;5.8
20866;5.96
20866;6.15
20866;6.33
20866;6.52
20866;6.7
20866;6.89
20866;7.01
20866;7.06
20866;7.12
20866;7.17
20866;7.23
20866;7.28
20866;7.2
20866;6.97
20866;6.74
20866;6.51
20866;6.28
20866;6.05
20866;5.73
20866;5.31
20866;4.9
20866;4.49
20866;4.08
20866;3.67
20866;3.34
20866;3.1
20866;2.86
20866;2.62
20866;2.39
20866;2.15
20866;2.05
20866;2.08
20866;2.12
20866;2.16
20866;2.2
20866;2.24
20866;2.27
20866;2.3
20866;2.32
20866;2.35
20866;2.38
20866;2.41
20866;2.42
20866;2.43
20866;2.43
20866;2.44
20866;2.45
20866;2.45
20866;2.43
20866;2.36
20866;2.3
20866;2.24
20866;2.18
20866;2.12
20866;2.03
20866;1.93
20866;1.83
20866;1.73
20866;1.63
20866;1.53
20866;1.46
20866;1.44
20866;1.41
20866;1.38
20866;1.35
20866;1.33
20866;1.32
20866;1.33
20866;1.35
20866;1.36
20866;1.37
20866;1.39
20866;1.4
20866;1.41
20866;1.42
20867;1.44
20867;1.45
20867;1.46
20867;1.46
20867;1.45
20867;1.44
20867;1.44
20867;1.43
20867;1.42
20867;1.4
20867;1.38
20867;1.35
20867;1.33
20867;1.3
20867;1.28
20867;1.26
20867;1.26
20867;1.25
20867;1.25
20867;1.24
20867;1.23
20867;1.23
20867;1.22
20867;1.21
20867;1.21
20867;1.2
20867;1.19
20867;1.19
20867;1.2
20867;1.2
20867;1.21
20867;1.21
20867;1.22
20867;1.24
20867;1.27
20867;1.3
20867;1.34
20867;1.37
20867;1.41
20867;1.47
20867;1.57
20867;1.66
20867;1.76
20867;1.85
20867;1.95
20867;2.06
20867;2.2
20867;2.34
20867;2.47
20867;2.61
20867;2.75
20867;2.89
20867;3.04
20867;3.19
20867;3.35
20867;3.5
20867;3.65
20867;3.75
20867;3.81
20867;3.87
20867;3.92
20867;3.98
20867;4.04
20867;4.03
20867;3.96
20867;3.89
20867;3.82
20867;3.75
20867;3.68
20867;3.6
20867;3.52
20867;3.44
20867;3.35
20867;3.27
20867;3.18
20867;3.13
20867;3.11
20867;3.09
20867;3.07
20867;3.05
20867;3.03
20867;3.02
20867;3.02
20867;3.02
20867;3.01
20867;3.01
20867;3.01
20867;2.97
20867;2.9
20867;2.84
20867;2.77
20867;2.7
20867;2.63
20867;2.54
20867;2.43
20867;2.31
20867;2.2
20867;2.08
20867;1.96
20867;1.91
20867;1.91
20867;1.91
20867;1.91
20867;1.91
20867;1.91
20867;1.92
20867;1.94
20867;1.95
20867;1.97
20867;1.98
20867;2
20867;2.01
20867;2.02
20867;2.03
20867;2.05
20867;2.06
20867;2.07
20867;2.08
20867;2.09
20867;2.09
20867;2.1
20867;2.11
20867;2.11
20867;2.11
20867;2.09
20867;2.07
20867;2.05
20867;2.04
20867;2.02
20867;1.99
20867;1.94
20867;1.89
20867;1.84
20867;1.79
20867;1.74
20867;1.7
20867;1.68
20867;1.66
20867;1.64
20867;1.61
20867;1.59
20867;1.56
20867;1.53
20867;1.5
20868;1.47
20868;1.44
20868;1.4
20868;1.37
20868;1.33
20868;1.29
20868;1.25
20868;1.21
20868;1.17
20868;1.14
20868;1.11
20868;1.08
20868;1.05
20868;1.02
20868;0.99
20868;0.97
20868;0.94
20868;0.91
20868;0.88
20868;0.85
20868;0.82
20868;0.78
20868;0.73
20868;0.68
20868;0.63
20868;0.59
20868;0.54
20868;0.5
20868;0.48
20868;0.46
20868;0.44
20868;0.42
20868;0.4
20868;0.39
20868;0.38
20868;0.37
20868;0.37
20868;0.36
20868;0.35
20868;0.44
20868;0.63
20868;0.82
20868;1.01
20868;1.2
20868;1.39
20868;1.58
20868;1.75
20868;1.93
20868;2.1
20868;2.28
20868;2.46
20868;2.63
20868;2.79
20868;2.96
20868;3.13
20868;3.29
20868;3.46
20868;3.61
20868;3.75
20868;3.89
20868;4.03
20868;4.17
20868;4.31
20868;4.43
20868;4.52
20868;4.61
20868;4.7
20868;4.8
20868;4.89
20868;4.96
20868;4.99
20868;5.03
20868;5.07
20868;5.11
20868;5.15
20868;5.17
20868;5.17
20868;5.16
20868;5.16
20868;5.16
20868;5.16
20868;5.12
20868;5.04
20868;4.97
20868;4.89
20868;4.81
20868;4.74
20868;4.56
20868;4.3
20868;4.03
20868;3.76
20868;3.49
20868;3.22
20868;2.94
20868;2.64
20868;2.34
20868;2.04
20868;1.74
20868;1.44
20868;1.27
20868;1.24
20868;1.22
20868;1.19
20868;1.16
20868;1.14
20868;1.12
20868;1.11
20868;1.1
20868;1.09
20868;1.08
20868;1.07
20868;1.03
20868;0.97
20868;0.9
20868;0.84
20868;0.78
20868;0.71
20868;0.61
20868;0.47
20868;0.33
20868;0.19
20868;0.05
20868;-0.1
20868;-0.26
20868;-0.44
20868;-0.62
20868;-0.81
20868;-0.99
20868;-1.17
20868;-1.33
20868;-1.46
20868;-1.59
20868;-1.72
20868;-1.85
20868;-1.98
20868;-2.07
20868;-2.12
20868;-2.17
20868;-2.22
20868;-2.27
20868;-2.32
20868;-2.35
20868;-2.35
20868;-2.35
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.35
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.36
20869;-2.35
20869;-2.35
20869;-2.34
20869;-2.33
20869;-2.33
20869;-2.32
20869;-2.27
20869;-2.17
20869;-2.08
20869;-1.98
20869;-1.89
20869;-1.79
20869;-1.58
20869;-1.26
20869;-0.95
20869;-0.63
20869;-0.31
20869;0.01
20869;0.3
20869;0.57
20869;0.83
20869;1.1
20869;1.36
20869;1.62
20869;1.86
20869;2.08
20869;2.29
20869;2.5
20869;2.72
20869;2.93
20869;3.1
20869;3.22
20869;3.34
20869;3.46
20869;3.58
20869;3.7
20869;3.84
20869;3.98
20869;4.13
20869;4.28
20869;4.42
20869;4.57
20869;4.71
20869;4.84
20869;4.98
20869;5.11
20869;5.25
20869;5.38
20869;5.47
20869;5.5
20869;5.53
20869;5.57
20869;5.6
20869;5.63
20869;5.57
20869;5.39
20869;5.22
20869;5.05
20869;4.88
20869;4.71
20869;4.49
20869;4.23
20869;3.97
20869;3.71
20869;3.45
20869;3.19
20869;2.99
20869;2.85
20869;2.71
20869;2.57
20869;2.43
20869;2.29
20869;2.19
20869;2.13
20869;2.08
20869;2.02
20869;1.96
20869;1.91
20869;1.88
20869;1.87
20869;1.86
20869;1.86
20869;1.85
20869;1.84
20869;1.84
20869;1.83
20869;1.82
20869;1.81
20869;1.8
20869;1.8
20869;1.76
20869;1.69
20869;1.63
20869;1.56
20869;1.5
20869;1.43
20869;1.38
20869;1.34
20869;1.31
20869;1.27
20869;1.23
20869;1.19
20869;1.19
20869;1.22
20869;1.26
20869;1.29
20869;1.33
20869;1.36
20869;1.37
20869;1.35
20869;1.33
20869;1.31
20869;1.29
20869;1.27
20869;1.27
20869;1.26
20869;1.26
20870;1.26
20870;1.26
20870;1.26
20870;1.28
20870;1.31
20870;1.34
20870;1.37
20870;1.4
20870;1.43
20870;1.45
20870;1.47
20870;1.48
20870;1.5
20870;1.51
20870;1.52
20870;1.54
20870;1.54
20870;1.55
20870;1.56
20870;1.57
20870;1.58
20870;1.6
20870;1.64
20870;1.68
20870;1.72
20870;1.76
20870;1.8
20870;1.85
20870;1.91
20870;1.97
20870;2.03
20870;2.09
20870;2.15
20870;2.22
20870;2.31
20870;2.39
20870;2.48
20870;2.56
20870;2.65
20870;2.75
20870;2.87
20870;2.99
20870;3.11
20870;3.23
20870;3.35
20870;3.49
20870;3.64
20870;3.8
20870;3.96
20870;4.11
20870;4.27
20870;4.42
20870;4.57
20870;4.72
20870;4.87
20870;5.01
20870;5.16
20870;5.27
20870;5.35
20870;5.42
20870;5.49
20870;5.57
20870;5.64
20870;5.69
20870;5.71
20870;5.73
20870;5.75
20870;5.77
20870;5.79
20870;5.79
20870;5.79
20870;5.78
20870;5.77
20870;5.76
20870;5.76
20870;5.75
20870;5.74
20870;5.73
20870;5.72
20870;5.71
20870;5.7
20870;5.69
20870;5.68
20870;5.66
20870;5.65
20870;5.64
20870;5.62
20870;5.6
20870;5.57
20870;5.54
20870;5.5
20870;5.47
20870;5.44
20870;5.41
20870;5.39
20870;5.37
20870;5.35
20870;5.33
20870;5.31
20870;5.31
20870;5.33
20870;5.35
20870;5.36
20870;5.38
20870;5.4
20870;5.42
20870;5.44
20870;5.47
20870;5.49
20870;5.51
20870;5.53
20870;5.56
20870;5.58
20870;5.61
20870;5.63
20870;5.65
20870;5.68
20870;5.71
20870;5.73
20870;5.76
20870;5.79
20870;5.82
20870;5.85
20870;5.89
20870;5.93
20870;5.98
20870;6.02
20870;6.07
20870;6.11
20870;6.16
20870;6.22
20870;6.28
20870;6.33
20870;6.39
20870;6.44
20870;6.49
20870;6.53
20870;6.58
20870;6.62
20870;6.66
20870;6.7
20870;6.74
20870;6.78
20870;6.82
20871;6.86
20871;6.9
20871;6.94
20871;6.97
20871;6.99
20871;7
20871;7.02
20871;7.04
20871;7.05
20871;7.06
20871;7.07
20871;7.08
20871;7.08
20871;7.09
20871;7.1
20871;7.1
20871;7.09
20871;7.09
20871;7.08
20871;7.08
20871;7.07
20871;7.07
20871;7.05
20871;7.04
20871;7.03
20871;7.01
20871;7
20871;6.98
20871;6.96
20871;6.95
20871;6.93
20871;6.91
20871;6.89
20871;6.86
20871;6.83
20871;6.8
20871;6.77
20871;6.74
20871;6.7
20871;6.69
20871;6.69
20871;6.7
20871;6.7
